A,B,C,D,E,F,G,H,I,J,RESULT
0,0,0,1,1,0,0,0,1,612,0
0,0,1,1,3,0,0,2,0,43252,0
0,1,1,1,7,8000,0,2,1,4,0
0,0,0,1,7,0,0,1,1,816,0
0,1,0,0,7,10000,0,5,1,52,0
0,0,1,0,7,0,0,3,1,43252,0
0,0,0,1,5,7000,0,1,1,43252,0
0,0,1,0,7,30000,0,6,1,28,0
0,0,0,1,7,0,0,7,1,28,0
0,0,0,1,7,5022,0,6,1,1019,0
0,1,0,1,7,0,0,4,1,43252,0
0,0,0,1,6,12500,0,1,1,75,0
0,0,0,1,7,0,0,7,1,17,0
0,1,1,1,7,26000,0,5,1,3,0
0,0,0,1,7,0,0,5,1,1623,0
0,0,1,0,7,0,0,2,1,43252,0
0,0,1,1,7,15000,0,12,1,24,0
0,0,0,1,7,0,0,3,0,43252,0
0,0,0,1,7,12000,0,7,1,55,0
0,1,0,0,7,8000,0,5,1,144,0
0,0,0,1,2,0,0,1,0,43252,0
0,0,1,0,2,0,0,1,1,43252,0
0,1,1,1,7,11000,0,16,1,7,0
0,1,0,1,7,0,0,10,1,199,0
0,0,1,0,7,0,0,7,1,401,0
0,0,1,0,7,0,0,1,1,33,0
0,0,0,1,7,0,0,3,1,43252,0
0,0,0,1,7,12000,0,1,1,96,0
0,0,0,1,7,0,1,2,1,676,0
0,0,0,1,4,6510,0,2,1,784,0
0,0,1,1,7,5500,0,13,1,146,0
0,0,0,1,7,12000,0,1,1,43252,0
0,0,0,1,7,5500,0,5,1,13,0
0,0,0,1,7,0,0,9,1,43252,0
0,0,1,0,7,9500,0,5,1,10,0
0,0,1,1,7,0,0,3,1,43252,0
0,0,1,0,7,14000,0,1,1,43252,0
0,0,1,0,6,17000,0,1,1,689,0
0,0,1,0,7,0,0,4,1,189,0
0,0,1,0,7,9500,0,1,1,160,0
0,0,1,0,7,7000,0,13,1,10,0
1,0,0,0,3,9300,0,0,0,43252,0
0,0,1,0,6,9500,0,1,1,43252,0
0,0,0,1,7,6510,0,3,1,4,0
0,0,1,1,7,10000,0,8,1,12,0
0,0,0,1,6,0,0,1,1,43252,0
0,0,0,1,7,15000,0,13,1,10,0
0,0,1,0,7,0,0,5,1,43252,0
0,0,1,1,7,0,0,7,1,43252,0
0,0,1,0,7,0,0,5,1,10,0
0,0,1,1,7,6887,0,61,1,13,0
0,0,0,1,7,8900,0,3,0,43252,0
0,0,1,1,7,8000,0,4,1,43252,0
0,0,1,0,7,0,0,1,1,32,0
0,0,0,1,7,8200,0,1,1,43252,0
0,1,1,1,7,10000,0,16,1,35,0
0,0,0,1,7,9300,0,4,1,19,0
0,0,0,1,7,0,0,5,1,68,0
0,1,1,1,7,7000,0,9,1,3,0
0,0,1,1,7,45000,0,7,1,19,0
0,0,1,0,7,0,1,10,1,18,0
0,0,1,0,7,7000,0,1,1,68,0
1,1,1,0,7,10000,1,9,1,43252,0
0,0,1,1,7,6850,0,5,1,6,0
0,1,0,1,7,13000,0,1,1,0,0
0,0,1,1,7,0,0,3,1,43252,0
0,0,0,1,7,0,0,5,1,43252,0
0,0,1,1,7,0,0,5,1,108,0
0,0,1,1,4,0,0,1,1,43252,0
1,1,1,1,7,10000,0,14,1,4,0
0,0,0,1,5,0,0,1,1,43252,0
0,0,0,1,1,0,0,1,1,43252,0
0,0,1,1,7,13000,0,23,1,6,0
0,0,0,1,7,0,0,6,1,43252,0
1,0,0,1,2,8000,1,1,1,43252,0
0,0,0,1,7,5766,0,1,1,43252,0
0,0,0,1,7,0,0,11,1,95,0
0,0,0,1,7,0,0,2,0,43252,0
0,0,0,1,7,18600,0,3,1,1903,0
0,1,1,0,7,0,0,24,1,31,0
0,0,0,1,3,0,0,2,1,43252,0
0,0,0,1,1,0,0,1,1,43252,0
0,0,1,0,7,6200,0,5,1,132,0
1,1,0,1,7,0,0,2,1,3085,0
0,1,0,1,7,9300,0,7,1,404,0
0,0,1,0,7,0,0,18,1,25,0
0,0,1,0,7,7000,0,29,1,18,0
0,0,1,0,7,7500,0,1,1,136,0
0,0,1,1,7,0,0,11,1,12,0
0,0,1,0,7,0,0,12,1,117,0
0,0,1,1,7,5022,0,3,1,43252,0
0,0,0,1,3,12200,0,1,1,43252,0
0,0,1,0,7,8000,0,1,1,43252,1
0,0,0,1,7,6500,0,15,1,6,0
0,1,0,1,3,0,0,1,1,43252,0
0,1,1,1,7,6510,0,21,1,43252,0
0,0,0,1,7,7000,0,1,1,43252,0
0,0,1,0,7,0,0,1,1,172,0
0,0,0,1,6,8000,0,2,1,40,0
0,0,0,1,7,9300,0,1,1,43252,0
0,0,0,1,7,0,0,2,1,43252,0
0,0,1,1,7,8000,0,35,1,20,0
0,0,1,0,7,0,0,7,1,1518,0
0,0,1,0,7,0,0,15,1,161,0
0,0,1,1,7,0,0,4,1,420,0
0,0,0,1,3,0,0,2,1,43252,0
0,0,1,0,7,5208,0,1,1,172,0
0,0,0,1,7,7500,0,4,1,683,0
0,1,0,1,7,0,0,8,1,43252,0
0,0,1,0,4,0,0,1,1,43252,0
0,0,0,1,7,7000,0,1,1,43252,0
0,0,0,1,4,0,0,1,1,830,0
0,0,1,0,7,6700,0,32,1,5,0
1,1,0,1,7,19000,0,14,1,0,0
0,0,0,1,7,0,0,40,1,67,0
1,1,0,1,7,0,0,2,1,43252,0
0,1,0,1,5,0,0,1,1,43252,0
0,0,1,1,7,7000,0,102,1,25,0
0,1,1,1,7,10000,0,18,1,119,0
0,1,0,1,7,5208,0,6,1,194,0
0,0,0,1,1,0,0,3,1,43252,0
0,0,1,1,7,0,0,2,1,34,0
0,0,0,1,1,0,0,1,1,43252,0
0,0,0,1,4,7440,0,1,1,126,0
0,1,0,1,7,0,0,12,1,97,0
0,0,0,1,6,0,0,9,1,43252,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,1,1,7,0,0,3,1,297,0
0,1,0,1,7,7000,0,2,1,108,0
0,0,1,0,7,7200,0,11,1,1355,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,1,0,3,0,0,1,1,43252,0
0,0,0,1,7,0,0,2,1,43252,0
0,0,0,1,7,11000,0,1,0,43252,0
0,0,0,1,7,0,0,2,1,43252,0
1,0,1,0,7,0,0,3,1,43252,0
0,0,1,0,7,0,0,4,1,143,0
0,0,0,1,7,0,0,19,1,488,0
0,0,0,1,7,0,0,2,1,43252,0
0,1,0,1,7,0,0,1,1,68,0
0,0,0,1,7,0,0,5,1,43252,0
0,0,1,0,3,0,0,1,0,43252,0
0,0,0,1,7,0,0,2,1,43252,0
0,0,1,0,7,5022,0,6,1,404,0
0,1,1,1,7,7440,0,5,1,43252,0
0,0,0,1,7,0,0,9,1,745,0
0,0,0,1,7,0,0,6,1,43252,0
0,0,1,1,7,0,0,14,1,40,0
0,0,1,0,7,14000,0,3,1,17,0
0,0,0,1,3,0,0,4,1,43252,0
0,0,1,0,7,5000,0,45,1,33,0
0,1,0,0,7,21000,0,1,1,43252,0
0,1,0,1,7,10000,0,11,1,49,0
0,0,1,0,7,0,0,3,1,43252,0
0,0,1,0,7,0,0,2,1,43252,0
0,0,0,1,7,17000,0,3,1,81,0
0,0,1,0,7,12000,0,4,1,43252,0
0,0,0,1,7,5300,0,5,1,98,0
0,0,1,1,7,0,0,13,1,55,0
0,1,0,0,5,0,0,4,1,150,0
0,0,0,1,7,9100,0,38,1,34,1
0,0,0,1,7,0,0,5,1,43252,0
0,0,0,1,7,0,0,3,1,43252,0
0,1,1,1,7,0,0,4,1,43252,0
0,0,0,1,2,11500,0,1,1,2037,0
0,0,1,0,7,0,0,3,1,43252,0
0,0,1,1,7,0,0,7,1,34,0
0,0,0,1,7,0,0,2,0,43252,0
0,0,0,1,2,0,0,2,1,1861,0
0,0,1,1,3,0,0,4,0,43252,0
0,0,1,1,7,7500,0,2,1,1390,0
0,0,1,1,7,6000,0,4,1,43252,0
0,0,1,0,7,0,0,4,1,19,0
0,0,0,1,7,0,0,0,0,43252,0
0,0,1,1,7,0,0,7,1,43252,0
0,0,0,1,7,837000,0,0,1,488,0
0,0,1,0,7,0,0,1,1,1629,0
0,0,1,1,7,10000,0,29,1,35,0
0,1,1,1,7,0,0,6,1,47,0
0,0,0,1,7,0,0,0,1,43252,0
0,0,0,1,7,12000,0,2,1,43252,0
0,0,0,1,7,0,0,2,1,1757,0
0,0,0,1,7,0,0,14,1,11,0
0,0,0,1,7,10230,0,22,1,43252,0
0,0,0,1,6,0,0,3,1,2271,0
0,1,0,1,7,0,0,2,1,43252,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,0,1,7,0,0,4,1,319,0
0,0,0,1,7,13600,0,9,1,21,0
0,0,0,1,7,0,0,4,1,425,0
0,0,0,1,7,0,0,5,1,43252,0
0,1,0,1,7,0,0,7,1,250,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,1,0,7,0,0,4,1,43252,0
0,1,1,0,7,14000,0,3,1,54,0
1,1,0,1,7,75000,0,2,1,1302,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,0,1,7,8370,0,2,1,43252,0
0,0,0,1,7,0,0,2,1,43252,0
0,1,0,1,7,0,0,19,1,43252,0
0,0,0,1,5,0,0,1,1,43252,0
0,0,1,1,7,17000,0,3,1,41,0
0,0,1,0,7,0,0,2,1,69,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,0,1,2,9000,1,1,1,556,0
0,0,1,0,7,6000,0,3,1,4,0
0,0,0,1,6,10000,0,1,1,43252,0
1,1,1,1,7,0,0,11,1,43252,0
0,0,1,1,7,0,0,51,1,32,0
0,1,1,0,7,13500,0,4,1,25,0
0,0,1,0,7,0,0,6,1,43252,0
0,0,1,0,7,15438,0,2,1,77,0
0,0,1,0,7,0,0,2,1,754,0
0,0,1,0,7,0,0,32,1,28,0
0,0,0,1,5,0,0,1,0,77,0
0,0,1,0,7,0,0,6,1,40,0
0,0,1,0,7,0,0,1,1,948,0
0,0,0,1,7,0,0,19,1,26,0
0,0,1,0,7,0,0,4,1,175,0
0,1,0,0,4,5952,0,1,1,43252,0
0,0,1,1,7,0,0,13,1,11,0
0,0,0,1,7,17000,0,7,1,10,0
0,1,1,1,7,0,0,63,1,32,0
0,0,1,0,7,5500,0,23,1,20,0
0,1,0,1,7,5208,0,3,1,43252,0
0,0,0,1,7,0,0,36,1,49,0
0,0,0,1,4,0,0,1,0,43252,0
0,0,0,1,7,0,0,2,0,43252,0
0,0,1,1,7,0,0,1,1,43252,0
0,0,1,0,7,10000,0,1,1,43252,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,1,1,7,0,0,2,1,43252,0
0,1,1,1,7,7500,0,3,1,488,0
0,0,0,1,7,0,0,2,1,3,0
0,0,1,0,7,0,0,14,1,40,0
0,0,0,1,7,34000,0,0,1,43252,0
0,0,0,1,7,0,0,2,1,67,0
0,0,1,0,7,0,0,7,1,43252,0
0,1,1,0,7,0,0,7,1,12,0
0,1,0,0,7,0,0,1,1,468,0
0,0,1,0,7,0,0,3,1,43252,0
0,0,0,1,7,0,0,3,0,43252,0
0,0,0,1,3,0,0,1,1,43252,0
0,0,1,1,7,12000,0,29,1,42,0
0,1,0,0,7,0,1,4,1,895,1
0,0,0,1,7,0,0,33,1,139,0
0,0,0,1,1,0,0,1,1,43252,0
1,0,1,1,7,8000,0,5,1,31,0
1,0,0,1,7,0,0,2,1,43252,0
0,0,0,1,7,7890,0,2,1,43252,0
0,0,0,1,7,0,0,3,1,67,0
0,0,0,1,7,5000,0,1,1,119,0
1,1,0,1,7,0,0,17,1,43252,0
0,0,1,1,7,13000,0,58,1,104,0
0,0,1,0,7,0,0,4,1,39,0
0,0,0,1,6,9000,0,1,1,909,0
0,0,1,1,7,6000,0,23,1,0,0
0,1,1,1,7,7068,0,19,1,7,0
0,0,0,1,7,9415,0,1,1,139,1
0,0,0,1,3,0,0,1,1,43252,0
0,0,1,0,7,10000,0,7,1,25,0
0,0,1,0,1,0,0,7,1,0,0
0,0,1,0,7,11500,0,4,1,252,0
1,0,1,1,7,0,1,3,1,43252,0
0,0,1,0,7,12000,0,2,1,1638,0
0,1,0,0,6,42000,0,1,1,1176,0
0,0,1,1,7,0,0,3,1,4,0
0,0,0,1,7,10000,0,2,1,43252,0
0,1,0,1,7,0,0,7,1,48,0
0,0,0,1,7,9000,0,9,1,43252,0
0,0,1,0,7,0,0,15,1,2009,0
0,0,1,0,6,0,0,1,0,43252,0
0,0,1,1,7,0,0,3,1,4,0
0,1,0,1,7,0,0,5,1,43252,0
0,0,1,0,7,7000,0,9,1,987,0
0,0,0,1,7,0,0,4,1,43252,0
0,1,0,0,7,12000,0,3,1,1029,0
1,0,0,0,3,0,0,0,1,0,0
0,1,0,1,7,6000,0,7,1,13,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,0,1,7,0,0,14,1,90,0
0,0,1,0,7,0,0,6,1,82,0
0,0,1,0,7,0,0,11,1,43252,0
0,0,0,1,7,15000,0,29,1,13,0
0,1,0,1,3,0,0,3,1,43252,0
0,1,0,1,7,0,0,4,1,455,0
0,0,0,1,7,0,0,6,1,227,0
0,0,0,1,1,0,0,1,0,43252,0
0,0,0,1,7,0,0,0,1,55,0
0,0,1,0,7,0,0,7,1,12,0
0,1,1,0,7,0,0,6,1,39,0
0,1,0,0,7,0,0,19,1,96,0
0,0,1,1,7,0,0,5,1,3,0
1,1,0,0,7,5022,0,2,1,175,0
0,0,0,1,3,0,0,3,1,43252,0
1,0,1,0,7,0,0,21,1,105,0
0,0,1,0,7,0,0,9,1,43252,0
0,0,0,1,2,5952,0,1,1,1399,0
0,0,1,0,7,20000,0,5,1,39,0
0,0,1,1,7,78000,0,35,1,12,0
1,1,1,1,7,0,0,18,1,20,0
0,1,0,1,7,0,0,20,1,43252,0
0,1,0,0,7,6000,0,2,1,43252,0
0,0,1,0,6,0,0,1,1,43252,0
0,0,0,1,7,0,0,13,1,12,0
0,1,0,1,7,0,0,8,1,20,0
0,0,0,1,3,0,0,5,1,43252,0
0,0,0,1,6,5580,0,1,1,2138,0
0,0,1,0,3,0,0,1,0,43252,0
0,0,0,1,7,0,1,4,0,43252,0
0,1,0,1,4,0,0,2,1,43252,0
0,1,0,0,7,0,0,6,1,19,0
1,0,1,0,3,0,0,6,1,43252,0
0,0,1,0,7,0,0,2,1,861,0
0,0,1,1,7,5000,1,6,1,868,0
0,0,0,1,7,25000,0,7,1,83,0
0,0,1,1,7,14000,0,3,1,0,0
0,0,1,0,7,0,0,4,1,1362,0
0,1,1,1,7,0,0,13,1,5,0
0,1,1,1,7,0,0,15,1,19,0
1,1,0,1,7,0,0,1,1,43252,0
1,0,1,0,1,0,0,3,1,1439,0
0,0,1,1,7,8000,0,4,1,4,0
0,0,0,1,7,0,0,4,1,642,0
0,0,0,1,2,6000,0,1,1,43252,0
0,0,0,1,1,0,0,1,1,43252,0
0,0,0,1,7,0,0,2,1,43252,0
0,0,1,1,7,0,0,11,1,43252,0
0,0,1,0,7,9000,0,1,1,206,0
0,0,0,1,7,0,0,3,1,43252,0
0,0,0,1,7,24000,0,5,1,21,0
0,0,0,1,3,0,0,4,0,43252,0
0,0,1,1,7,0,0,4,1,0,0
0,1,0,0,7,0,0,1,1,43252,0
0,0,1,1,7,0,0,2,1,97,0
0,0,1,0,7,0,0,1,1,94,0
0,0,0,1,7,5500,0,6,1,314,0
0,1,1,1,7,0,0,32,0,43252,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,0,1,2,0,0,1,0,43252,0
0,0,0,1,7,0,0,5,1,43252,0
0,0,1,1,7,0,0,13,1,17,0
0,0,0,1,7,0,0,19,1,123,0
0,0,0,1,4,0,0,3,1,43252,0
0,0,0,1,7,0,0,36,1,656,0
0,0,1,0,7,8000,0,166,1,3,0
1,0,0,0,4,6500,0,0,1,43252,0
0,0,0,1,3,0,0,5,1,43252,0
0,0,0,1,7,0,0,2,1,1047,0
0,0,0,1,6,0,0,1,1,334,0
0,0,0,1,7,0,0,3,1,2587,0
0,0,1,1,7,0,0,5,1,43252,0
0,0,0,1,4,14000,0,1,1,43252,0
0,0,1,1,7,0,0,9,1,67,0
0,0,1,0,7,0,0,1,1,314,0
0,0,0,1,7,0,0,8,1,43252,0
0,0,0,1,7,0,0,0,1,6,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,0,1,6,0,0,1,1,637,0
0,0,1,0,7,10000,0,6,1,802,0
0,0,1,0,7,0,0,12,1,110,0
0,1,1,1,7,15000,0,6,1,3,0
0,0,0,1,7,0,0,1,1,43252,0
0,1,0,1,7,0,0,4,1,308,0
0,0,0,1,7,0,0,2,1,564,0
0,1,0,1,3,0,0,10,1,43252,0
0,1,1,1,7,10000,0,11,1,5,0
0,1,0,1,7,0,0,2,1,224,0
0,0,0,1,3,0,0,1,1,43252,0
0,0,1,0,7,0,0,1,1,320,0
0,0,0,1,7,0,0,3,1,10,0
0,0,1,1,7,0,0,13,1,43252,0
0,0,0,1,7,0,0,0,1,43252,0
0,1,1,0,7,35000,1,5,1,0,0
0,0,1,0,2,14000,0,1,1,311,0
0,1,0,0,7,0,0,1,0,43252,0
0,0,1,0,7,9000,0,3,1,18,0
0,1,1,1,7,0,0,19,1,16,0
0,0,0,1,7,0,0,6,1,43252,0
0,0,1,0,7,0,0,2,1,43252,0
0,0,0,1,4,0,0,2,1,115,0
0,0,1,0,7,10000,0,12,1,87,0
0,0,1,1,7,0,0,12,1,56,0
0,0,1,0,7,8500,0,2,1,182,0
0,0,1,1,7,6000,0,11,1,17,0
0,0,0,1,7,7500,0,3,1,5,0
0,0,1,0,7,0,0,2,1,28,0
0,0,1,0,7,0,0,26,1,19,0
0,0,0,1,7,6500,0,2,1,12,0
0,1,0,1,7,7000,0,7,1,104,0
0,0,0,1,7,0,0,3,1,43252,0
0,0,1,0,7,5500,0,3,1,43252,0
0,0,0,1,7,5000,0,1,1,333,0
0,0,0,1,3,0,0,1,0,43252,0
0,0,1,0,7,0,0,1,1,377,0
0,0,0,1,3,0,0,1,1,43252,0
0,0,0,1,7,18000,0,11,1,24,0
0,0,1,0,7,0,0,1,1,43252,0
0,1,0,0,7,0,0,0,1,43252,0
0,0,0,1,7,18000,0,2,0,43252,0
0,0,0,1,2,0,0,1,1,43252,0
0,0,0,1,3,0,0,1,0,43252,0
0,0,0,1,7,7000,0,4,1,0,0
1,0,0,1,7,0,0,3,1,4,0
0,1,1,1,7,6500,0,99,1,21,0
0,0,1,0,7,0,0,16,1,33,0
0,0,1,0,7,0,0,6,1,4,0
0,0,0,1,1,0,0,2,1,43252,0
0,0,0,1,7,0,0,3,0,43252,0
0,0,1,1,7,0,0,9,1,40,0
0,0,1,0,6,0,0,1,0,80,0
0,0,1,0,7,7000,1,1,1,43252,0
0,0,0,1,7,10000,0,5,1,224,0
0,0,0,1,7,12000,1,10,1,24,0
1,1,1,1,7,6510,1,3,1,518,1
0,1,0,0,7,18000,0,3,1,0,0
0,0,0,1,7,0,0,1,0,43252,1
0,0,0,1,7,0,0,13,1,111,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,1,0,7,0,0,3,1,43252,0
0,0,0,1,7,7000,0,9,1,2796,0
0,0,0,1,7,0,0,5,1,43252,0
1,0,0,1,7,5580,1,1,1,43252,0
0,1,0,1,7,0,0,4,1,3,0
0,0,1,0,7,15000,0,6,1,28,0
0,0,0,1,7,0,0,4,1,854,0
0,1,0,1,7,6500,0,8,1,2138,0
0,0,0,1,7,0,0,2,1,42,0
0,0,0,1,7,0,0,4,1,231,0
0,0,0,1,7,7000,0,9,1,43252,0
0,0,1,0,7,0,0,1,1,1980,0
0,0,1,0,7,9000,0,3,1,54,0
0,0,0,1,7,15000,0,3,1,43252,0
0,0,1,0,7,0,0,10,1,80,1
0,0,0,1,4,0,0,1,1,43252,0
0,1,0,0,7,0,0,3,1,48,0
0,0,0,1,2,0,0,3,1,43252,0
0,0,1,1,7,0,0,4,1,43252,0
0,1,0,1,7,0,0,2,1,33,0
0,1,0,1,7,15000,0,24,1,0,0
0,0,0,1,7,7500,0,1,1,200,0
0,0,1,0,7,0,0,4,1,42,0
0,0,1,0,7,0,0,24,1,26,0
0,0,0,1,7,0,0,5,1,265,0
0,0,1,0,7,0,0,8,1,34,0
0,0,1,0,6,0,0,1,0,43252,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,1,0,2,0,0,1,1,43252,0
0,0,0,1,3,0,0,1,0,43252,1
0,1,1,1,7,6500,1,2,1,0,0
0,1,1,0,7,0,0,8,1,739,0
0,0,1,0,7,0,0,5,1,2043,0
0,0,0,1,7,0,0,3,1,43252,0
1,1,1,1,1,0,0,7,1,43252,0
0,1,1,1,7,6000,0,14,1,122,0
0,0,1,0,7,6000,0,5,1,47,0
0,0,0,1,5,29000,0,2,1,944,0
0,0,1,0,6,0,0,1,1,43252,0
1,0,0,0,7,32000,0,0,0,43252,0
0,0,0,1,7,0,0,6,1,33,0
0,0,0,1,4,0,0,1,1,43252,0
0,1,0,1,7,0,0,5,1,4,0
0,1,1,1,7,5580,0,7,1,43252,0
0,0,1,0,7,0,0,10,1,53,0
0,0,0,1,7,0,0,1,0,43252,0
0,0,0,1,5,6400,0,1,1,43252,0
1,0,0,0,7,6510,0,0,1,43252,0
0,0,1,1,7,5500,0,19,1,4,0
0,0,0,1,6,7500,0,1,1,1199,0
0,0,0,1,3,0,0,2,1,43252,0
0,0,0,1,1,0,0,3,1,43252,0
0,1,0,1,7,0,0,4,1,0,0
0,1,0,0,7,0,0,1,1,43252,0
0,0,0,1,1,8000,0,1,1,43252,0
0,0,1,0,7,0,0,1,1,82,0
0,0,0,1,3,0,0,1,0,43252,0
0,1,0,1,6,0,0,6,1,43252,0
0,0,1,1,7,0,0,10,1,43252,0
0,0,0,1,1,0,0,2,0,43252,0
0,1,1,1,7,5000,0,36,1,43252,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,0,1,3,0,0,4,1,1841,0
0,0,0,1,7,0,0,0,1,327,0
0,0,1,1,7,0,0,6,1,293,0
0,0,1,0,7,6882,0,7,1,10,0
0,0,0,1,7,6000,0,1,1,300,0
0,0,1,1,7,9000,0,12,1,69,0
0,0,0,1,7,0,0,5,1,19,0
1,0,1,1,3,5500,0,7,1,43252,0
0,0,0,1,7,22000,0,6,1,95,0
0,0,0,1,7,0,0,2,1,43252,0
0,0,1,0,7,6300,0,3,1,32,0
0,0,1,1,7,15450,0,19,1,32,0
0,1,1,1,7,0,0,11,1,370,0
0,1,0,1,7,7000,0,3,1,0,0
0,0,0,1,6,0,0,1,1,138,0
0,0,0,1,7,0,0,28,1,43252,0
0,0,0,1,7,0,0,35,1,84,0
0,0,0,1,5,0,0,2,1,123,0
0,0,0,1,1,0,0,9,1,923,0
0,0,0,1,7,0,0,2,1,1070,0
0,0,0,1,7,25000,0,6,1,7,0
0,1,0,1,5,0,0,3,1,43252,0
0,1,0,1,7,0,0,11,1,1644,0
0,0,0,1,7,10180,0,2,1,20,0
0,0,1,1,7,0,0,4,1,43252,0
0,0,1,1,7,0,0,16,1,126,0
1,0,1,1,7,0,1,18,1,24,1
0,0,0,1,7,10230,0,5,1,77,0
0,0,0,1,7,4500,0,34,1,25,0
0,0,1,0,7,0,0,4,1,26,0
0,0,1,0,3,0,0,1,1,43252,0
0,0,1,1,7,0,0,4,1,43252,0
0,0,0,1,7,0,0,1,0,43252,0
0,0,1,1,7,0,0,7,1,43252,0
0,0,1,0,7,0,0,3,1,460,0
0,0,1,0,5,5000,0,1,1,629,0
0,1,1,1,7,10000,0,3,1,0,0
0,0,1,0,7,0,0,1,1,122,0
0,0,1,0,7,0,0,13,1,40,0
0,0,1,0,7,0,0,2,1,326,0
0,0,0,1,7,0,0,26,1,43252,0
0,0,1,0,7,0,0,2,1,669,0
0,0,1,1,7,0,0,8,1,43252,0
0,1,1,0,7,0,0,10,1,125,0
0,0,1,0,7,0,0,3,0,43252,0
0,0,0,1,6,0,0,1,1,819,0
0,0,1,0,7,0,0,19,1,38,0
1,0,0,1,7,0,0,3,1,43252,0
0,0,1,1,7,0,0,5,1,12,0
0,0,1,1,7,0,0,5,1,43252,1
0,0,0,1,1,0,0,2,1,43252,0
0,0,0,1,7,0,0,36,1,56,0
0,0,0,1,7,8750,0,4,1,43252,0
0,0,1,0,7,0,0,12,1,70,0
0,0,0,1,1,0,0,4,1,43252,0
0,0,1,0,7,0,0,1,1,66,0
0,0,0,1,3,0,1,1,0,43252,0
0,1,0,1,7,15000,0,2,1,1336,1
0,0,0,1,7,0,0,39,1,20,0
0,0,0,1,7,13000,0,2,1,43252,0
0,0,0,1,7,0,0,2,1,382,0
0,0,1,0,7,0,0,3,1,60,0
0,0,0,1,7,0,0,3,1,2072,0
0,0,0,1,7,0,0,19,1,43252,0
0,0,1,1,7,0,0,20,1,718,0
0,0,0,1,7,0,0,3,1,4,0
0,0,0,1,7,0,0,3,1,43252,0
0,0,0,1,6,0,0,2,1,377,0
0,0,0,1,7,5766,0,1,1,43252,0
0,1,0,1,7,0,0,2,1,1558,0
0,0,0,1,7,0,0,1,0,43252,0
0,0,0,1,7,0,0,8,1,2168,0
1,0,0,1,7,0,0,1,1,43252,0
0,0,1,1,7,5500,0,6,1,31,0
0,1,1,1,7,0,0,8,1,40,0
0,0,1,0,7,0,0,7,1,1046,0
0,0,0,1,7,0,0,6,1,43252,0
0,1,1,1,7,0,0,22,1,503,0
0,0,0,1,7,7440,0,1,1,754,1
0,0,1,1,7,0,0,10,1,43252,0
0,0,1,1,7,15000,0,5,1,33,0
0,0,1,0,7,12090,0,4,1,410,1
0,0,1,0,6,7000,0,2,1,580,0
0,0,1,0,7,0,0,1,1,469,0
0,0,1,0,7,0,0,23,1,43252,0
0,0,1,0,6,6324,0,1,1,56,0
0,0,0,1,7,0,0,2,1,43252,0
0,1,1,0,7,0,0,5,1,43252,0
0,0,1,0,7,0,0,9,1,43252,0
0,0,0,1,5,0,0,2,0,43252,0
0,1,0,0,7,8000,0,1,1,39,0
0,1,0,1,7,0,0,3,1,11,0
0,0,0,1,3,0,0,3,1,43252,0
0,0,0,1,2,0,0,1,1,207,0
0,0,0,1,2,7000,0,1,0,43252,0
0,0,1,1,7,0,0,4,1,43252,0
0,0,0,1,7,0,0,1,1,43252,0
0,1,0,0,2,0,0,1,1,43252,0
0,0,0,1,3,0,0,2,0,43252,0
0,0,1,0,7,0,0,6,1,43252,0
0,0,0,1,7,0,0,14,1,31,0
0,0,1,0,7,0,0,5,1,34,0
0,0,1,0,7,0,0,6,1,1208,0
0,0,0,1,2,0,0,1,1,444,0
0,1,0,1,7,5300,0,4,1,43252,0
0,1,1,0,7,0,0,16,1,1641,0
0,0,1,0,7,0,0,7,1,74,0
0,1,0,1,4,0,0,2,1,43252,0
0,0,1,0,7,0,0,5,1,409,0
0,0,0,1,1,0,0,1,1,43252,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,0,1,7,0,0,1,1,84,0
0,0,1,0,7,0,0,7,1,26,0
0,0,0,1,7,0,0,4,1,140,0
0,0,1,1,7,0,0,9,1,33,0
0,0,1,0,7,0,0,13,1,31,0
0,1,0,1,7,0,0,10,1,80,0
0,1,0,0,7,0,0,2,1,249,0
0,0,1,0,7,0,0,1,1,167,0
0,0,1,1,7,13000,0,12,1,25,0
0,0,0,1,7,9000,0,11,1,32,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,1,0,7,0,0,5,1,43252,0
0,1,0,1,7,6000,0,3,1,34,0
0,0,0,1,7,0,0,3,1,581,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,0,1,7,0,0,1,0,43252,0
0,0,1,0,5,0,0,1,1,172,0
0,0,0,1,7,0,1,8,1,586,0
0,0,1,0,3,0,0,1,1,43252,0
0,1,1,1,7,0,0,23,1,19,0
